entity,id
5606,1048
5607,1049
5608,1050
5609,1051
5610,1052
5613,1053
5621,1054
5624,1055
5627,1056
5631,1057
5644,1058
56547,1059
56604,1060
5662,1061
56655,1062
567,1063
5673,1064
5682,1065
5683,1066
5684,1067
5685,1068
5686,1069
5687,1070
5688,1071
5689,1072
5690,1073
5691,1074
5692,1075
56923,1076
56924,1077
5693,1078
56934,1079
5694,1080
5695,1081
5696,1082
5698,1083
5699,1084
56997,1085
57016,1086
57026,1087
57053,1088
5707,1089
5708,1090
57105,1091
57118,1092
57144,1093
57172,1094
5724,1095
5729,1096
5730,1097
5731,1098
5732,1099
5733,1100
5734,1101
5737,1102
5739,1103
57396,1104
5740,1105
57406,1106
5742,1107
5743,1108
57468,1109
5747,1110
5753,1111
57551,1112
57582,1113
57657,1114
5770,1115
57704,1116
5775,1117
5778,1118
57787,1119
5791,1120
5802,1121
58190,1122
5836,1123
5837,1124
58497,1125
5871,1126
5879,1127
5880,1128
5893,1129
5894,1130
590,1131
5914,1132
5915,1133
5916,1134
5918,1135
59340,1136
59350,1137
5947,1138
595,1139
5950,1140
5959,1141
596,1142
5965,1143
5970,1144
5972,1145
5979,1146
599,1147
5999,1148
6011,1149
6035,1150
6037,1151
6046,1152
60482,1153
60681,1154
6093,1155
6095,1156
6096,1157
6097,1158
6098,1159
610,1160
6122,1161
613,1162
6195,1163
6196,1164
6197,1165
6198,1166
623,1167
624,1168
6240,1169
6241,1170
6256,1171
6257,1172
6258,1173
6261,1174
6262,1175
6263,1176
6275,1177
6283,1178
6284,1179
6285,1180
6286,1181
6300,1182
6303,1183
6311,1184
632,1185
6323,1186
6324,1187
6326,1188
6327,1189
6328,1190
6329,1191
6330,1192
6331,1193
6332,1194
6334,1195
6335,1196
6336,1197
6337,1198
6338,1199
6339,1200
6340,1201
6347,1202
6387,1203
640,1204
6401,1205
64066,1206
64078,1207
641,1208
6416,1209
64386,1210
6462,1211
6469,1212
6470,1213
6476,1214
64761,1215
64805,1216
64840,1217
65061,1218
6513,1219
6514,1220
652,1221
6523,1222
6524,1223
6527,1224
6529,1225
6530,1226
6531,1227
6532,1228
653361,1229
6548,1230
6553,1231
6554,1232
6555,1233
6557,1234
6558,1235
6559,1236
6560,1237
6564,1238
6565,1239
657,1240
6570,1241
6571,1242
6573,1243
6578,1244
6579,1245
658,1246
6580,1247
6581,1248
6582,1249
6583,1250
6584,1251
659,1252
65975,1253
660,1254
6606,1255
6608,1256
6609,1257
6622,1258
6646,1259
6647,1260
6648,1261
6652,1262
6713,1263
6714,1264
6715,1265
6716,1266
6718,1267
672,1268
6725,1269
673,1270
6732,1271
6733,1272
6749,1273
6751,1274
6752,1275
6753,1276
6754,1277
6755,1278
676,1279
6768,1280
6774,1281
6777,1282
6778,1283
6783,1284
6787,1285
6788,1286
6789,1287
6790,1288
6792,1289
6793,1290
6794,1291
6795,1292
6817,1293
6818,1294
6820,1295
6822,1296
683,1297
6833,1298
6850,1299
6865,1300
6868,1301
6869,1302
6870,1303
6885,1304
6915,1305
6916,1306
692420,1307
6947,1308
6948,1309
695,1310
7006,1311
7010,1312
7015,1313
7016,1314
7018,1315
7031,1316
7046,1317
7048,1318
7052,1319
7054,1320
7056,1321
706,1322
7066,1323
7067,1324
7068,1325
7071,1326
7075,1327
7083,1328
7099,1329
7101,1330
7124,1331
7125,1332
7134,1333
7150,1334
7153,1335
7155,1336
7157,1337
7172,1338
7173,1339
7182,1340
7184,1341
7223,1342
7224,1343
7226,1344
7251,1345
7253,1346
7272,1347
7276,1348
7277,1349
7278,1350
7283,1351
728642,1352
729230,1353
7294,1354
7296,1355
7297,1356
7298,1357
7299,1358
7301,1359
7334,1360
7341,1361
7347,1362
7357,1363
7364,1364
7371,1365
7372,1366
7398,1367
7412,1368
7421,1369
7422,1370
7442,1371
7444,1372
7465,1373
7468,1374
747,1375
7486,1376
7494,1377
7498,1378
7525,1379
7532,1380
7535,1381
759,1382
760,1383
761,1384
762,1385
763,1386
765,1387
766,1388
767,1389
768,1390
770,1391
771,1392
773,1393
774,1394
775,1395
776,1396
778,1397
7786,1398
778927,1399
779,1400
780,1401
781,1402
782,1403
783,1404
784,1405
7846,1406
7849,1407
785,1408
7852,1409
786,1410
788,1411
79001,1412
79068,1413
79148,1414
7915,1415
7920,1416
7941,1417
79608,1418
79644,1419
79661,1420
79837,1421
79858,1422
79885,1423
79915,1424
79934,1425
8001,1426
801,1427
80122,1428
8013,1429
8019,1430
8029,1431
80351,1432
8038,1433
805,1434
808,1435
80834,1436
81027,1437
81033,1438
811,1439
8114,1440
814,1441
8140,1442
815,1443
81502,1444
81551,1445
816,1446
81693,1447
817,1448
81788,1449
818,1450
819,1451
8202,1452
828713,1453
8288,1454
834,1455
83549,1456
836,1457
83732,1458
83756,1459
83795,1460
839,1461
83903,1462
83933,1463
8394,1464
83942,1465
8396,1466
8398,1467
840,1468
8408,1469
842,1470
84254,1471
8428,1472
8435,1473
8444,1474
84446,1475
8445,1476
84456,1477
846,1478
84650,1479
847,1480
8476,1481
84790,1482
8484,1483
84875,1484
8491,1485
8503,1486
8510,1487
8511,1488
8513,1489
85320,1490
8536,1491
85366,1492
85443,1493
8565,1494
8566,1495
8569,1496
8573,1497
8576,1498
8600,1499
8621,1500
8622,1501
8630,1502
8639,1503
8644,1504
8645,1505
8647,1506
8648,1507
8654,1508
8658,1509
866,1510
8678,1511
8698,1512
8711,1513
8714,1514
873,1515
8737,1516
875,1517
8754,1518
8767,1519
8780,1520
8788,1521
8814,1522
8824,1523
8841,1524
8843,1525
8854,1526
8856,1527
8858,1528
886,1529
887,1530
8879,1531
8899,1532
8904,1533
8911,1534
8912,1535
8913,1536
8972,1537
8973,1538
89832,1539
89845,1540
8986,1541
8989,1542
8999,1543
90,1544
90134,1545
9024,1546
9033,1547
9052,1548
9088,1549
9099,1550
91,1551
91039,1552
9113,1553
9128,1554
9132,1555
9149,1556
9152,1557
9153,1558
9154,1559
9175,1560
91754,1561
9177,1562
91807,1563
92,1564
9201,1565
9212,1566
9221,1567
9252,1568
9254,1569
9261,1570
9262,1571
9263,1572
9266,1573
9290,1574
93,1575
9311,1576
9312,1577
9313,1578
9344,1579
9356,1580
9367,1581
9376,1582
9377,1583
94,1584
9424,1585
9429,1586
9448,1587
9453,1588
9468,1589
9475,1590
95,1591
9507,1592
952,1593
9536,1594
9568,1595
9578,1596
9611,1597
9615,1598
9641,1599
9682,1600
9706,1601
9734,1602
9748,1603
9759,1604
9817,1605
983,1606
9833,1607
984,1608
9874,1609
9891,1610
9900,1611
994,1612
9943,1613
995,1614
9970,1615
9971,1616
998,1617
9986,1618
CID100016,1619
CID10026128,1620
CID10027278,1621
CID10034073,1622
CID10041070,1623
CID10047612,1624
CID1005519,1625
CID1005654,1626
CID10074640,1627
CID10077130,1628
CID10077147,1629
CID10090485,1630
CID10096344,1631
CID10109823,1632
CID10113978,1633
CID10127622,1634
CID10133,1635
CID10138980,1636
CID101526,1637
CID10158940,1638
CID10160238,1639
CID101744,1640
CID10180,1641
CID10182969,1642
CID10184653,1643
CID10195250,1644
CID10202642,1645
CID10207,1646
CID10208,1647
CID102175,1648
CID10219,1649
CID10226546,1650
CID10228,1651
CID10231331,1652
CID10235,1653
CID10237,1654
CID102484,1655
CID10253143,1656
CID10271028,1657
CID10280735,1658
CID10286159,1659
CID10288191,1660
CID10297043,1661
CID10302451,1662
CID10317566,1663
CID10339178,1664
CID10369242,1665
CID10377751,1666
CID10384072,1667
CID10427712,1668
CID10437018,1669
CID1046,1670
CID10461508,1671
CID10461815,1672
CID1047,1673
CID104741,1674
CID10475633,1675
CID104769,1676
CID104799,1677
CID1048267,1678
CID104850,1679
CID104865,1680
CID105066,1681
CID10531,1682
CID10607,1683
CID10621,1684
CID10648,1685
CID1069686,1686
CID107848,1687
CID107935,1688
CID107952,1689
CID107969,1690
CID107970,1691
CID107971,1692
CID108092,1693
CID108143,1694
CID108150,1695
CID10830,1696
CID10866,1697
CID10917,1698
CID10921,1699
CID10995177,1700
CID11057,1701
CID110635,1702
CID11065,1703
CID11074431,1704
CID11079,1705
CID11092,1706
CID11102,1707
CID11152667,1708
CID11167602,1709
CID11175137,1710
CID11188409,1711
CID11219835,1712
CID11222830,1713
CID11224,1714
CID11234052,1715
CID11243969,1716
CID11249084,1717
CID11256664,1718
CID11272610,1719
CID11273,1720
CID11282283,1721
CID11292191,1722
CID11296583,1723
CID11304743,1724
CID11313622,1725
CID11314340,1726
CID11317348,1727
CID11327430,1728
CID11333,1729
CID11338033,1730
CID11347535,1731
CID11351021,1732
CID11354606,1733
CID11358077,1734
CID11364421,1735
CID11373846,1736
CID11381449,1737
CID11387605,1738
CID11404337,1739
CID11409972,1740
CID11431811,1741
CID11433190,1742
CID11454028,1743
CID11462174,1744
CID11476171,1745
CID11477084,1746
CID114811,1747
CID11485656,1748
CID114869,1749
CID11488320,1750
CID11494412,1751
CID11499245,1752
CID115087,1753
CID115107,1754
CID11511120,1755
CID11519397,1756
CID11519741,1757
CID11520894,1758
CID11524144,1759
CID11525740,1760
CID115355,1761
CID11548,1762
CID11556427,1763
CID11556711,1764
CID11565518,1765
CID11591741,1766
CID11595431,1767
CID11598628,1768
CID11607738,1769
CID11609586,1770
CID11609955,1771
CID11612883,1772
CID11620908,1773
CID11625818,1774
CID11626560,1775
CID11630874,1776
CID11640390,1777
CID11646823,1778
CID11656518,1779
CID11671467,1780
CID11673921,1781
CID11676786,1782
CID11683,1783
CID11689883,1784
CID11700696,1785
CID11707110,1786
CID11712649,1787
CID1174,1788
CID11740218,1789
CID11745519,1790
CID11754511,1791
CID117817422,1792
CID118191391,1793
CID1183,1794
CID11849514,1795
CID11876263,1796
CID118957930,1797
CID118986645,1798
CID119031,1799
CID119081,1800
CID119182,1801
CID119369,1802
CID119373,1803
CID119525,1804
CID119570,1805
CID11957503,1806
CID11957577,1807
CID11957668,1808
CID11957684,1809
CID119583,1810
CID11960529,1811
CID119607,1812
CID11963194,1813
CID11964036,1814
CID11973122,1815
CID11976582,1816
CID11977753,1817
CID11984561,1818
CID11984591,1819
CID12000240,1820
CID120181,1821
CID12035,1822
CID121396,1823
CID122108,1824
CID122125,1825
CID122197581,1826
CID122262,1827
CID123132228,1828
CID123596,1829
CID123606,1830
CID123608,1831
CID123631,1832
CID123964,1833
CID123985,1834
CID124087,1835
CID125017,1836
CID12597,1837
CID126941,1838
CID1271002,1839
CID127150,1840
CID129010078,1841
CID129228,1842
CID12934390,1843
CID13018151,1844
CID130313,1845
CID130881,1846
CID130904,1847
CID13109,1848
CID131955127,1849
CID132519,1850
CID13266,1851
CID133021,1852
CID13342,1853
CID134018,1854
CID134327298,1855
CID134601,1856
CID134780,1857
CID135397708,1858
CID135398491,1859
CID135398492,1860
CID135398495,1861
CID135398501,1862
CID135398513,1863
CID135398635,1864
CID135398641,1865
CID135398661,1866
CID135398735,1867
CID135398738,1868
CID135398739,1869
CID135398740,1870
CID135398744,1871
CID135398745,1872
CID135398748,1873
CID135400182,1874
CID135400189,1875
CID135401907,1876
CID135402864,1877
CID135403646,1878
CID135403821,1879
CID135403829,1880
CID135409400,1881
CID135409453,1882
CID135409642,1883
CID135410875,1884
CID135411,1885
CID135413494,1886
CID135413496,1887
CID135413523,1888
CID135413534,1889
CID135413536,1890
CID135413539,1891
CID135415564,1892
CID135415867,1893
CID135418940,1894
CID135419190,1895
CID135421197,1896
CID135421442,1897
CID135423438,1898
CID135430945,1899
CID135449331,1900
CID135449332,1901
CID135473382,1902
CID135526609,1903
CID135533054,1904
CID135539077,1905
CID135564985,1906
CID135565545,1907
CID135565635,1908
CID135565674,1909
CID135565981,1910
CID135659062,1911
CID1361334,1912
CID136240579,1913
CID1362865,1914
CID13769,1915
CID13789,1916
CID13791,1917
CID13943299,1918
CID13988706,1919
CID1400,1920
CID1401,1921
CID14010333,1922
CID14051,1923
CID14052,1924
CID14240392,1925
CID144,1926
CID1461,1927
CID146571,1928
CID14676,1929
CID147912,1930
CID148121,1931
CID148124,1932
CID148177,1933
CID148195,1934
CID148201,1935
CID14888,1936
CID149096,1937
CID14982,1938
CID14989,1939
CID150311,1940
CID15057856,1941
CID150762,1942
CID151075,1943
CID151170,1944
CID151183,1945
CID151194,1946
CID153270,1947
CID15331,1948
CID153994,1949
CID154234,1950
CID154257,1951
CID154272,1952
CID15443,1953
CID15459,1954
CID1546,1955
CID1548887,1956
CID1548943,1957
CID1548972,1958
CID1549008,1959
CID1549120,1960
CID15547703,1961
CID15558393,1962
CID15604015,1963
CID156391,1964
CID156414,1965
CID156418,1966
CID156419,1967
CID156422,1968
CID15723,1969
CID157920,1970
CID158550,1971
CID158758,1972
CID158781,1973
CID158797,1974
CID159269,1975
CID159324,1976
CID15951529,1977
CID15983966,1978
CID159968,1979
CID160254,1980
CID160355,1981
CID16038120,1982
CID16041424,1983
CID16052038,1984
CID16070111,1985
CID16086114,1986
CID16095342,1987
CID16097523,1988
CID16097729,1989
CID16108977,1990
CID16130140,1991
CID161557,1992
CID16218900,1993
CID16220066,1994
CID16220172,1995
CID162204,1996
CID16222096,1997
CID16222097,1998
CID16224745,1999
CID16231,2000
CID16307093,2001
CID163091,2002
CID163263,2003
CID163659,2004
CID16367,2005
CID163751,2006
CID16490,2007
CID16533,2008
CID165339223,2009
CID165411828,2010
CID165542,2011
CID165580,2012
CID16654980,2013
CID16666332,2014
CID16666333,2015
CID16667431,2016
CID16667669,2017
CID16678941,2018
CID16718576,2019
CID16722836,2020
CID16736529,2021
CID16736978,2022
CID16747388,2023
CID16747683,2024
CID16755649,2025
CID16757846,2026
CID16760658,2027
CID16760696,2028
CID16760703,2029
CID167980,2030
CID168430535,2031
CID168993,2032
CID169371,2033
CID17134,2034
CID17275,2035
CID173612,2036
CID174277,2037
CID17513,2038
CID175534,2039
CID176155,2040
CID176158,2041
CID17684448,2042
CID176870,2043
CID176871,2044
CID176873,2045
CID177335,2046
CID177336,2047
CID1775,2048
CID17754438,2049
CID17755052,2050
CID17755248,2051
CID178024,2052
CID1794427,2053
CID181458,2054
CID18283,2055
CID18542136,2056
CID189821,2057
CID1901244,2058
CID192197,2059
CID1935,2060
CID19648,2061
CID196968,2062
CID1981,2063
CID1985,2064
CID1986,2065
CID19861,2066
CID1989,2067
CID1990,2068
CID19910,2069
CID200103,2070
CID20058,2071
CID20279,2072
CID2044,2073
CID207841,2074
CID2082,2075
CID20849066,2076
CID2088,2077
CID208898,2078
CID208902,2079
CID208908,2080
CID20916937,2081
CID2092,2082
CID20933,2083
CID210172,2084
CID210332,2085
CID2123,2086
CID2125,2087
CID2130,2088
CID2141,2089
CID214347,2090
CID214348,2091
CID2145,2092
CID2153,2093
CID2155,2094
CID21585658,2095
CID2159,2096
CID2161,2097
CID2162,2098
CID216210,2099
CID216237,2100
CID216239,2101
CID216326,2102
CID2165,2103
CID2170,2104
CID21704,2105
CID21718,2106
CID2176,2107
CID21784,2108
CID2179,2109
CID21800,2110
CID2187,2111
CID219025,2112
CID219078,2113
CID219099,2114
CID2196,2115
CID22024915,2116
CID22049997,2117
CID2206,2118
CID221493,2119
CID222284,2120
CID222285,2121
CID2230,2122
CID22386467,2123
CID2244,2124
CID22475,2125
CID2249,2126
CID22571,2127
CID22624897,2128
CID2265,2129
CID227456,2130
CID2284,2131
CID22880,2132
CID229455,2133
CID2310,2134
CID2315,2135
CID2333,2136
CID2337,2137
CID2351,2138
CID2353,2139
CID23565,2140
CID23582824,2141
CID23625762,2142
CID23630211,2143
CID23635314,2144
CID23643975,2145
CID23662354,2146
CID23663126,2147
CID23663939,2148
CID23663953,2149
CID23663956,2150
CID23663973,2151
CID23663974,2152
CID23663979,2153
CID23663996,2154
CID23665411,2155
CID23666110,2156
CID23666879,2157
CID23667548,2158
CID23667628,2159
CID23667630,2160
CID23668193,2161
CID23671691,2162
CID23674541,2163
CID23679527,2164
CID23683671,2165
CID23685176,2166
CID23685177,2167
CID2369,2168
CID23696523,2169
CID237,2170
CID2370,2171
CID23725625,2172
CID2375,2173
CID2377,2174
CID2378,2175
CID238053,2176
CID2391,2177
CID24066,2178
CID240767,2179
CID2415,2180
CID24180125,2181
CID24180719,2182
CID24197464,2183
CID243,2184
CID24360,2185
CID2438,2186
CID2442,2187
CID2453,2188
CID2466,2189
CID2471,2190
CID24720972,2191
CID24748204,2192
CID24753719,2193
CID24768261,2194
CID2477,2195
CID24770514,2196
CID24771867,2197
CID24775005,2198
CID24776445,2199
CID24779724,2200
CID24779775,2201
CID2478,2202
CID24785538,2203
CID24788740,2204
CID24795070,2205
CID24812758,2206
CID24821094,2207
CID24822275,2208
CID24825971,2209
CID24826799,2210
CID24856041,2211
CID24856436,2212
CID24857286,2213
CID24858111,2214
CID24864821,2215
CID24866313,2216
CID24872560,2217
CID24882589,2218
CID24889392,2219
CID24901704,2220
CID24905142,2221
CID24905149,2222
CID249332,2223
CID24958200,2224
CID24963252,2225
CID24964624,2226
CID24978538,2227
CID24995524,2228
CID25021165,2229
CID25023738,2230
CID25027363,2231
CID25033539,2232
CID25066467,2233
CID25067547,2234
CID25073775,2235
CID25099184,2236
CID25102847,2237
CID25105690,2238
CID25109985,2239
CID25113626,2240
CID25125014,2241
CID25126798,2242
CID25134326,2243
CID25136944,2244
CID25137844,2245
CID25145656,2246
CID25150857,2247
CID25154041,2248
CID25154713,2249
CID25154714,2250
CID2518,2251
CID25183872,2252
CID2519,2253
CID25195294,2254
